timestamp,torque_request,measured_torque,Ia,Ib,Ic,Vdc,coolant_temp,pump_motor_current,inverter_status,BMS_status,CAN_drops,cell_voltage_1,cell_voltage_2,cell_voltage_3,cell_voltage_4
2026-01-24T22:30:59.389600,0.0,2.1156184952064643,-3.3321847005553895,-0.5214185886971481,-1.8631663387621782,348.97302789752484,49.966736404863546,1.8435357454299175,OK,OK,0,87.26078595272804,87.2498394273675,87.15636116107599,87.21290078787545
2026-01-24T22:31:00.389600,1.0050251256281406,-5.959519015866613,3.837338580925783,3.3327586389271997,1.6237910127887045,351.69383123575517,50.00555862133436,1.9364870557393075,OK,OK,0,87.88208242724959,87.96913654822788,87.88518053062324,87.94234822523177
2026-01-24T22:31:01.389600,2.0100502512562812,-0.014850090786459713,-2.7980666397553033,-2.4154618236432692,-4.932744282435287,350.0960174810332,49.58155403406518,2.053782151809066,OK,OK,0,87.43845512109645,87.53068496777863,87.5125476240547,87.53255175374447
2026-01-24T22:31:02.389600,3.015075376884422,1.6165283327632964,0.34990246225831534,-3.2427505982622007,2.097453896005722,350.9734288070852,49.952313412739144,1.931091524213249,OK,OK,0,87.74152611395715,87.81386974322173,87.66026565635592,87.7113164543807
2026-01-24T22:31:03.389600,4.0201005025125625,0.7807446913547142,6.347739319869494,5.769704310576094,9.75165627635683,349.79117028033636,50.037786177825005,1.7506006590926306,OK,OK,0,87.41683695809637,87.40564621010782,87.4191649559639,87.44484520153351
2026-01-24T22:31:04.389600,5.025125628140703,5.676494960734058,12.747475155551555,11.250609736625291,9.872297626303558,348.6595345145769,49.37590585454448,1.9808842401663407,OK,OK,0,87.17059788872885,87.11038566070353,87.14829817830862,87.0514853281091
2026-01-24T22:31:05.389600,6.030150753768844,-1.0056586971500163,16.429989627581133,16.761453592734867,18.802119041580784,350.8567608101306,49.82684894654039,1.9538954357440015,OK,OK,0,87.7054774822829,87.77860484680522,87.76625052720843,87.74090842290646
2026-01-24T22:31:06.389600,7.035175879396984,4.865775743718828,21.166480590895468,19.25384386012714,18.334790497462148,350.59807944844704,50.837941902590465,1.86814383035011,OK,OK,0,87.73933584033495,87.67796137057051,87.65688066346728,87.67051643835579
2026-01-24T22:31:07.389600,8.040201005025125,7.827793805967821,25.846419923269266,26.203143117007517,23.552157717258098,350.44964987205884,50.15778681517881,1.7939379296743398,OK,OK,0,87.68653785051855,87.6146655649659,87.57087889321733,87.56736960649974
2026-01-24T22:31:08.389600,9.045226130653266,-2.356213298793639,25.775894718470045,26.95667484036882,26.68983298729104,350.47277477060544,50.09175552329656,1.8988550559794068,OK,OK,0,87.64014249662095,87.65731718538996,87.68818924254116,87.59082846875808
2026-01-24T22:31:09.389600,10.050251256281406,2.4575150600367666,33.523731680511524,31.74532578978868,38.56862430264418,349.5992328268788,48.81450961759559,1.9413286718997225,OK,OK,0,87.43741520328227,87.39118987391558,87.40643217322638,87.49279824799765
2026-01-24T22:31:10.389600,11.055276381909547,15.952597870124357,39.81549269922981,40.330856076734634,42.67198624900478,353.00296846864995,50.33905957780231,2.213953908774312,OK,OK,0,88.24166827096877,88.2259212298514,88.19609161450593,88.21672645615853
2026-01-24T22:31:11.389600,12.060301507537687,19.652550273240045,41.56195528205036,46.288554022941554,40.86701342711907,348.70287348010373,49.77167635194927,1.958207483494226,OK,OK,0,87.10786972520168,87.20862070544233,87.21522409224218,87.21043007508004
2026-01-24T22:31:12.389600,13.065326633165828,11.23999389921853,47.95680052077043,46.2611074078879,49.4051863420653,348.9037537352195,49.242968171931956,2.0278121019149586,OK,OK,0,87.16948649415397,87.12056793258341,87.2025335240335,87.2612921237364
2026-01-24T22:31:13.389600,14.070351758793969,15.366792183776438,56.05347351806964,58.74727202693948,59.80830850495944,350.45588177262164,49.26611551180049,1.8429019684412282,OK,OK,0,87.67521865305801,87.62532202517002,87.5683626200916,87.64824205549182
2026-01-24T22:31:14.389600,15.07537688442211,10.425205092232062,47.103572518084334,46.29976086838068,49.78974062618261,348.3332866581506,50.94954959967207,2.0861243082798646,OK,OK,0,87.09147621221106,87.0925971636452,86.97210225948669,87.14158889193804
2026-01-24T22:31:15.389600,16.08040201005025,17.518454390142928,61.61372457875551,62.20493182266666,60.00119628500015,349.8691571146582,49.95961127275562,2.144982759485279,OK,OK,0,87.41448804699839,87.46376965432069,87.47051064937284,87.49435170508191
2026-01-24T22:31:16.389600,17.08542713567839,25.94242860512219,51.65237252088022,53.14632807599272,49.42419418925063,349.8914064014685,50.29437778523913,2.121353048160161,OK,OK,0,87.51727646865761,87.48233787269955,87.42445946291652,87.48886332168382
2026-01-24T22:31:17.389600,18.09045226130653,5.213640988006665,59.99043941329686,63.20423500461792,59.56424502413412,349.04611707550777,50.19226035053279,2.001075040610392,OK,OK,0,87.34290526083572,87.27489600902221,87.24830262003364,87.29759591618658
2026-01-24T22:31:18.389600,19.09547738693467,27.299841179561067,68.69687150228036,67.6958227641692,70.40804751694586,351.7098395087978,50.33308705245719,2.051097975133258,OK,OK,0,87.85515433197341,87.94015833827791,87.99281871656441,87.92707241645927
2026-01-24T22:31:19.389600,20.100502512562812,22.929038681655587,73.82913634963002,74.50852017617123,71.6811683803977,349.7596727683166,49.797026155404325,1.981773444885136,OK,OK,0,87.4182518340844,87.42634673116443,87.4474623620889,87.37373298345875
2026-01-24T22:31:20.389600,21.105527638190953,15.117351011131335,73.79846779685,74.78070727762145,73.19183630431615,351.89917004949785,50.31018718087108,2.021025924562516,OK,OK,0,87.98374180387366,87.94170845503754,88.02878461656728,87.91848962686159
2026-01-24T22:31:21.389600,22.110552763819094,25.960459146626714,77.25447432678577,77.3923800424659,77.57664266391895,351.5377502499614,49.33956596360119,2.162393302950457,OK,OK,0,87.90985976228134,87.90578820639492,87.98662309099157,87.83653212889571
2026-01-24T22:31:22.389600,23.115577889447234,19.630343372764376,83.68403676793609,81.45759832316148,84.0708510717206,350.6841764530299,49.061786541708415,1.9880531227547116,OK,OK,0,87.67248210655296,87.70095116631806,87.7002716854904,87.77699121925328
